Instances,Source,Push0_Max,Push_max,PAR_Max,PAR0_Max,P2R_Max,P2R0_Max,Pseudo_Max,algo_Push,algo_PAR,algo_P2R,algo_Pseudo,x_PushROC,x_PARROC,x_P2RROC,x_PseudoROC,feature_Nodes,feature_Arcs,feature_Density,feature_CapDens,feature_AvNdDgr,feature_TrivialEtraFlw,feature_PrcNetPotPth,feature_EstMinPrcDepFlw,feature_PerBdCap,feature_PerGdCap,feature_StDAC,feature_OutlMxCap,feature_OutlMnCap,feature_CapAvNddg,feature_RlCapAvNddg,feature_RlPotNetExcess,feature_AVRlPotNetExcess
Netgen_n1000_d0.40_c10000000_3,Netgen,1818828505,1818828505,1818828505,1818828505,1818828505,1818828505,1818828505,0.04,0.01,0.01,0.004,5150,2249,2121,3465,1000,399600,0.4,1992187.115,399.6,853623676,0.001345,419.5345,0.50038,0.49962,2889556.573,2.0078,3.00E-06,1992187115,199.2193,105221.6426,105.327
Netgen_n1000_d0.40_c10000000_4,Netgen,1050460236,1050460236,1050460236,1050460236,1050460236,1050460236,1050460236,0.01,0,0,0,1785,1091,1030,1101,1000,399600,0.4,1991970.403,399.6,0,0.000528,385.1412,0.50031,0.49969,2893115.434,2.0081,1.00E-06,1991970403,199.1972,101461.2186,101.5628
Netgen_n1000_d0.40_c10000000_5,Netgen,171328401,171328401,171328401,171328401,171328401,171328401,171328401,0.01,0,0,0,429,212,184,322,1000,399600,0.4,1994754.573,399.6,0,8.60E-05,372.6017,0.50008,0.49992,2890934.025,2.0053,3.00E-06,1994754573,199.4763,101387.1269,101.4886
Netgen_n1000_d0.50_c1000_1,Netgen,706303,706303,706303,706303,706303,706303,706303,0.07,0.02,0.02,0.004,19957,10184,7275,15553,1000,499500,0.5,750.6294,499.5,0,0.000943,427.573,0.998,0.002002,22328.922,333.0538,0.000666,750629.4174,1.5013,40639.988,40.6807
Netgen_n1000_d0.50_c1000_2,Netgen,775761,775761,775761,775761,775761,775761,775761,0.07,0.02,0.02,0.004,18951,11403,7661,16123,1000,499500,0.5,775.2234,499.5,0,0.001003,518.1784,0.998,0.002002,23455.3478,338.7417,0.000645,775223.3694,1.4761,39815.9179,39.8558
Netgen_n1000_d0.50_c1000_3,Netgen,606694,606694,606694,606694,606694,606694,606694,0.07,0.01,0.02,0.003,14934,8096,6269,12518,1000,499500,0.5,750.0499,499.5,0,0.00081,268.3916,0.998,0.002002,22328.9698,333.3112,0.000667,750049.8549,1.5001,40423.1016,40.4636
Netgen_n1000_d0.50_c1000_4,Netgen,687344,687344,687344,687344,687344,687344,687344,0.07,0.02,0.02,0.003,18558,9716,7983,13249,1000,499500,0.5,750.1991,499.5,0,0.000918,412.8792,0.998,0.002002,22328.9537,333.2448,0.000666,750199.1431,1.5004,40761.9994,40.8028
Netgen_n1000_d0.50_c1000_5,Netgen,660568,660568,660568,660568,660568,660568,660568,0.09,0.02,0.02,0.005,15518,8644,7421,17793,1000,499500,0.5,663.6683,499.5,100549,0.001149,620.8517,0.998,0.002002,18457.8725,311.4417,0.000753,663668.3403,1.6054,47188.6319,47.2359
Netgen_n1000_d0.50_c10000_1,Netgen,1771041,1771041,1771041,1771041,1771041,1771041,1771041,0.01,0,0.01,0,2121,1727,1608,1007,1000,499500,0.5,2794.4431,499.5,0,0.000635,486.2787,0.5572,0.4428,13385.7913,53.221,0.000179,2794443.141,9.3948,115905.1069,116.0211
Netgen_n1000_d0.50_c10000_2,Netgen,3293497,3293497,3293497,3293497,3293497,3293497,3293497,0.05,0.01,0.02,0.003,8817,3367,5044,5369,1000,499500,0.5,3249.5124,499.5,1833873,0.001582,551.0596,0.6492,0.3508,33625.2578,116.0925,0.000154,3249512.358,4.3069,94224.5672,94.3189
Netgen_n1000_d0.50_c10000_3,Netgen,3295058,3295058,3295058,3295058,3295058,3295058,3295058,0.05,0.01,0.02,0.004,8903,3342,4804,5438,1000,499500,0.5,3250.5039,499.5,1820928,0.001578,558.1927,0.6487,0.3513,33511.7852,115.6673,0.000154,3250503.945,4.3227,96395.4565,96.4919
Netgen_n1000_d0.50_c10000_4,Netgen,2548083,2548083,2548083,2548083,2548083,2548083,2548083,0.05,0.01,0.01,0.003,5450,2696,2889,2995,1000,499500,0.5,2666.742,499.5,947414,0.001314,516.4246,0.53182,0.46818,7950.9726,32.016,0.000187,2666742.048,15.6172,111667.6198,111.7794
Netgen_n1000_d0.50_c10000_5,Netgen,1666124,1666124,1666124,1666124,1666124,1666124,1666124,0.01,0,0.01,0,2091,1777,1638,1000,1000,499500,0.5,2569.3322,499.5,0,0.00065,507.6858,0.51282,0.48718,4268.9292,14.6585,0.000195,2569332.181,34.11,123917.9472,124.042
Netgen_n1000_d0.50_c100000_1,Netgen,9217110,9217110,9217110,9217110,9217110,9217110,9217110,0.01,0,0,0,1216,912,906,540,1000,499500,0.5,25175.3304,499.5,0,0.000367,502.7571,0.50203,0.49797,29724.5345,4.1891,2.00E-05,25175330.41,119.3574,128567.928,128.6966
Netgen_n1000_d0.50_c100000_2,Netgen,23195293,23195293,23195293,23195293,23195293,23195293,23195293,0.02,0.01,0.01,0,2834,2378,2264,1274,1000,499500,0.5,25397.2021,499.5,0,0.000915,490.9686,0.50573,0.49427,32952.0891,8.0002,2.00E-05,25397202.14,62.4983,123889.371,124.0134
Netgen_n1000_d0.50_c100000_3,Netgen,15407769,15407769,15407769,15407769,15407769,15407769,15407769,0.01,0.01,0.01,0,2000,1580,1491,879,1000,499500,0.5,25467.3362,499.5,0,0.000606,509.404,0.50789,0.49211,35152.3433,9.8165,2.00E-05,25467336.23,50.9347,119696.3128,119.8161
Netgen_n1000_d0.50_c100000_4,Netgen,3096168,3096168,3096168,3096168,3096168,3096168,3096168,0.01,0,0,0,435,280,254,218,1000,499500,0.5,25958.1653,499.5,0,0.000119,402.469,0.51734,0.48266,50523.0649,18.8479,1.90E-05,25958165.35,26.5281,121883.7222,122.0057
Netgen_n1000_d0.50_c100000_5,Netgen,4205475,4205475,4205475,4205475,4205475,4205475,4205475,0.01,0,0,0,569,376,356,292,1000,499500,0.5,25433.3369,499.5,0,0.000166,417.3471,0.50798,0.49202,35155.7982,9.8296,2.00E-05,25433336.92,50.8667,115767.2731,115.8832
Netgen_n1000_d0.50_c1000000_1,Netgen,255055435,255055435,255055435,255055435,255055435,255055435,255055435,0.07,0.01,0.01,0.001,10148,2588,2541,1940,1000,499500,0.5,249947.4653,499.5,241555597,0.001993,499.7681,0.50096,0.49904,288434.9151,2.0004,4.00E-06,249947465.3,249.9475,127888.4681,128.0165
Netgen_n1000_d0.50_c1000000_2,Netgen,207952382,207952382,207952382,207952382,207952382,207952382,207952382,0.02,0.01,0.01,0,2883,2341,2198,1398,1000,499500,0.5,249571.8766,499.5,0,0.000835,517.7069,0.50063,0.49937,288712.1499,2.0034,2.00E-06,249571876.6,249.5719,125388.1123,125.5136
Netgen_n1000_d0.50_c1000000_3,Netgen,261799141,261799141,261799141,261799141,261799141,261799141,261799141,0.05,0.01,0.02,0.003,8848,2566,4247,1837,1000,499500,0.5,249788.8151,499.5,205701558,0.001877,496.2233,0.50063,0.49937,288345.9236,2.0017,2.00E-06,249788815.1,249.7888,122536.4802,122.6591
Netgen_n1000_d0.50_c1000000_4,Netgen,259820193,259820193,259820193,259820193,259820193,259820193,259820193,0.05,0.01,0.01,0.002,7904,2661,3653,1616,1000,499500,0.5,250085.6899,499.5,172046034,0.001732,524.4387,0.50106,0.49894,288098.3959,1.9993,2.00E-06,250085689.9,250.0857,126643.7086,126.7705
Netgen_n1000_d0.50_c1000000_5,Netgen,247613488,247613488,247613488,247613488,247613488,247613488,247613488,0.05,0.01,0.01,0.002,5428,2525,2430,1597,1000,499500,0.5,250890.9067,499.5,95122888,0.001369,495.5182,0.49885,0.50115,289357.0316,1.9929,8.00E-06,250890906.7,250.8912,123626.9862,123.7507
Netgen_n1000_d0.50_c10000000_1,Netgen,1357505460,1357505460,1357505460,1357505460,1357505460,1357505460,1357505460,0.02,0,0,0,1778,1312,1238,986,1000,499500,0.5,2493834.439,499.5,0,0.000545,481.5653,0.5011,0.4989,2890138.423,2.0049,2.00E-06,2493834439,249.3843,124576.4664,124.7012
Netgen_n1000_d0.50_c10000000_2,Netgen,2506941585,2506941585,2506941585,2506941585,2506941585,2506941585,2506941585,0.05,0.01,0.01,0.003,4256,2801,2605,2400,1000,499500,0.5,2495928.696,499.5,433370312,0.001181,491.2125,0.4995,0.5005,2895807.419,2.0033,7.00E-06,2495928696,249.5931,121300.5162,121.4219
Netgen_n1000_d0.50_c10000000_3,Netgen,2462057459,2462057459,2462057459,2462057459,2462057459,2462057459,2462057459,0.07,0.01,0.02,0.002,10443,2513,4673,2075,1000,499500,0.5,2494937.24,499.5,2364132681,0.00194,495.1595,0.50024,0.49976,2889863.602,2.004,1.00E-06,2494937240,249.4948,125035.0789,125.1602
Netgen_n1000_d0.50_c10000000_4,Netgen,2443089760,2443089760,2443089760,2443089760,2443089760,2443089760,2443089760,0.06,0.01,0.01,0.002,8815,2558,2597,1895,1000,499500,0.5,2495364.752,499.5,1954704133,0.001767,515.5796,0.50056,0.49944,2891556.944,2.0037,1.10E-05,2495364752,249.5369,127104.4912,127.2317
Netgen_n1000_d0.50_c10000000_5,Netgen,2507122664,2507122664,2507122664,2507122664,2507122664,2507122664,2507122664,0.07,0.01,0.02,0.002,9573,2540,4677,2077,1000,499500,0.5,2493329.184,499.5,2392926129,0.001971,507.8149,0.5002,0.4998,2889857.59,2.0054,1.40E-05,2493329184,249.3329,127335.0911,127.4626
Netgen_n1000_d0.60_c1000_1,Netgen,792574,792574,792574,792574,792574,792574,792574,0.11,0.02,0.03,0.01,22178,9787,8551,21449,1000,599400,0.6,800.254,599.4,154071,0.001185,741.6175,0.99833,0.001668,20387.2056,374.881,0.00075,800254.004,1.6005,51917.8808,51.9699
Netgen_n1000_d0.60_c1000_2,Netgen,1226902,1226902,1226902,1226902,1226902,1226902,1226902,0.15,0.03,0.04,0.009,35195,19748,13868,35769,1000,599400,0.6,1235.3922,599.4,30700,0.00102,646.1053,0.99833,0.001668,38121.2686,453.8946,0.000486,1235392.172,1.3219,35188.6513,35.2239
Netgen_n1000_d0.60_c1000_3,Netgen,825509,825509,825509,825509,825509,825509,825509,0.09,0.02,0.02,0.003,21923,11558,8972,15088,1000,599400,0.6,858.4428,599.4,0,0.000964,540.1733,0.99833,0.001668,22764.3723,390.1853,0.000699,858442.8478,1.5377,49934.7658,49.9848
Netgen_n1000_d0.60_c1000_4,Netgen,899089,899089,899089,899089,899089,899089,899089,0.1,0.02,0.03,0.005,25252,13288,10320,20089,1000,599400,0.6,1043.3875,599.4,0,0.000863,342.5143,0.99833,0.001668,30300.1015,427.2121,0.000575,1043387.479,1.4045,41007.3961,41.0484
Netgen_n1000_d0.60_c1000_5,Netgen,449457,449457,449457,449457,449457,449457,449457,0.05,0.01,0.01,0.002,6600,4734,4446,4200,1000,599400,0.6,718.2543,599.4,0,0.000627,105.4828,0.99833,0.001668,17045.2924,349.266,0.000835,718254.2573,1.7179,59865.9711,59.9259
Netgen_n1000_d0.60_c10000_1,Netgen,3924225,3924225,3924225,3924225,3924225,3924225,3924225,0.06,0.01,0.02,0.004,7302,4052,3863,3997,1000,599400,0.6,3963.0646,599.4,641943,0.001155,646.5343,0.65954,0.34046,39342.0702,146.3127,0.000151,3963064.567,4.1008,111534.5827,111.6462
Netgen_n1000_d0.60_c10000_2,Netgen,1030825,1030825,1030825,1030825,1030825,1030825,1030825,0.01,0,0,0,1171,830,739,577,1000,599400,0.6,3493.698,599.4,0,0.000295,335.5887,0.58162,0.41838,20406.5953,85.8689,0.000172,3493698.02,6.9874,126287.2946,126.4137
Netgen_n1000_d0.60_c10000_3,Netgen,3807013,3807013,3807013,3807013,3807013,3807013,3807013,0.07,0.01,0.01,0.004,7954,3814,3856,4700,1000,599400,0.6,3773.0122,599.4,1019197,0.001282,612.147,0.62838,0.37162,31625.2919,123.5129,0.000159,3773012.218,4.8578,116894.079,117.0111
Netgen_n1000_d0.60_c10000_4,Netgen,3549714,3549714,3549714,3549714,3549714,3549714,3549714,0.06,0.01,0.02,0.006,8343,3249,3777,4240,1000,599400,0.6,3421.3754,599.4,1814027,0.001572,637.6571,0.57009,0.42991,17445.001,74.8085,0.000175,3421375.379,8.0205,125780.2675,125.9062
Netgen_n1000_d0.60_c10000_5,Netgen,1877550,1877550,1877550,1877550,1877550,1877550,1877550,0.02,0.01,0.01,0,2129,1776,1610,942,1000,599400,0.6,3497.9514,599.4,0,0.000538,542.4081,0.58123,0.41877,20406.3351,85.7645,0.000172,3497951.421,6.9959,120546.2207,120.6669
Netgen_n1000_d0.60_c100000_1,Netgen,31027970,31027970,31027970,31027970,31027970,31027970,31027970,0.05,0.01,0.01,0.003,4770,3048,3028,1700,1000,599400,0.6,30477.0594,599.4,6485966,0.001234,621.4808,0.50724,0.49276,34189.8937,9.8435,2.00E-05,30477059.39,60.9541,137430.0419,137.5676
Netgen_n1000_d0.60_c100000_2,Netgen,2376357,2376357,2376357,2376357,2376357,2376357,2376357,0.01,0,0,0,239,192,173,67,1000,599400,0.6,30333.6971,599.4,0,7.80E-05,536.1587,0.50394,0.49606,31425.3106,7.099,2.00E-05,30333697.14,84.5195,140176.6617,140.317
Netgen_n1000_d0.60_c100000_3,Netgen,29583145,29583145,29583145,29583145,29583145,29583145,29583145,0.07,0.01,0.01,0.004,7533,2882,2770,3354,1000,599400,0.6,30479.8894,599.4,17465302,0.001548,592.3807,0.50788,0.49212,35451.7501,10.9197,2.00E-05,30479889.44,54.9463,139893.4176,140.0335
Netgen_n1000_d0.60_c100000_4,Netgen,29770355,29770355,29770355,29770355,29770355,29770355,29770355,0.07,0.01,0.01,0.002,8318,2733,2680,1712,1000,599400,0.6,30182.4069,599.4,20350798,0.001665,601.9869,0.50312,0.49688,30007.6033,4.9638,2.00E-05,30182406.87,120.8747,149443.9926,149.5936
Netgen_n1000_d0.60_c100000_5,Netgen,10705620,10705620,10705620,10705620,10705620,10705620,10705620,0.01,0,0,0,1214,964,899,465,1000,599400,0.6,30336.8851,599.4,0,0.000353,572.6073,0.50492,0.49508,32286.5431,8.0236,2.00E-05,30336885.09,74.7794,142893.4099,143.0364
Netgen_n1000_d0.60_c1000000_1,Netgen,38338534,38338534,38338534,38338534,38338534,38338534,38338534,0.01,0,0,0,435,330,327,221,1000,599400,0.6,299845.5471,599.4,0,0.000128,563.1794,0.49939,0.50061,288482.5213,2.001,4.00E-06,299845547.1,299.8461,140802.546,140.9435
Netgen_n1000_d0.60_c1000000_2,Netgen,86414490,86414490,86414490,86414490,86414490,86414490,86414490,0.01,0,0,0,976,833,761,394,1000,599400,0.6,300074.2065,599.4,0,0.000288,566.1713,0.50008,0.49992,289014.4134,1.9995,2.00E-06,300074206.5,300.0742,143644.6043,143.7884
Netgen_n1000_d0.60_c1000000_3,Netgen,305814197,305814197,305814197,305814197,305814197,305814197,305814197,0.07,0.01,0.01,0.002,8502,2738,2734,1736,1000,599400,0.6,299929.8897,599.4,200593236,0.001693,590.2884,0.50001,0.49999,288619.5601,2.0005,2.00E-06,299929889.7,299.9302,142176.3756,142.3187
Netgen_n1000_d0.60_c1000000_4,Netgen,284659228,284659228,284659228,284659228,284659228,284659228,284659228,0.06,0.01,0.01,0.003,4932,2987,2811,2037,1000,599400,0.6,299759.3794,599.4,64980429,0.001169,590.5264,0.50034,0.49966,288745.4269,2.0016,2.00E-06,299759379.4,299.76,140966.7517,141.1079
Netgen_n1000_d0.60_c1000000_5,Netgen,293666100,293666100,293666100,293666100,293666100,293666100,293666100,0.06,0.01,0.01,0.002,4456,2981,2828,1886,1000,599400,0.6,299736.2258,599.4,56706085,0.001172,590.9611,0.50001,0.49999,288481.2116,2.0018,2.00E-06,299736225.8,299.7365,148757.4256,148.9063
Netgen_n1000_d0.60_c10000000_1,Netgen,2995275640,2995275640,2995275640,2995275640,2995275640,2995275640,2995275640,0.07,0.01,0.01,0.002,8932,2893,2831,1859,1000,599400,0.6,2995988.226,599.4,2018752234,0.001678,597.3208,0.49967,0.50033,2887807.938,2.0027,0,2995988226,299.5992,144558.5074,144.7032
Netgen_n1000_d0.60_c10000000_2,Netgen,3061519368,3061519368,3061519368,3061519368,3061519368,3061519368,3061519368,0.06,0.01,0.01,0.003,7606,2936,2819,4055,1000,599400,0.6,2991321.366,599.4,1610738300,0.001566,612.3957,0.4999,0.5001,2886060.158,2.0058,1.00E-06,2991321366,299.1321,136891.0626,137.0281
Netgen_n1000_d0.60_c10000000_3,Netgen,2923767846,2923767846,2923767846,2923767846,2923767846,2923767846,2923767846,0.06,0.01,0.01,0.003,6265,3048,2961,2031,1000,599400,0.6,2986279.934,599.4,1181800740,0.001378,594.3455,0.50075,0.49925,2886872.488,2.0092,3.00E-06,2986279934,298.6282,144656.2628,144.8011
Netgen_n1000_d0.60_c10000000_4,Netgen,2843950419,2843950419,2843950419,2843950419,2843950419,2843950419,2843950419,0.02,0.01,0.01,0,3494,3103,2795,1691,1000,599400,0.6,2990601.852,599.4,0,0.000953,605.9852,0.50017,0.49983,2891739.628,2.0063,1.00E-06,2990601852,299.0604,139352.0119,139.4915
Netgen_n1000_d0.60_c10000000_5,Netgen,2979768590,2979768590,2979768590,2979768590,2979768590,2979768590,2979768590,0.07,0.01,0.02,0.002,8861,2876,3533,1883,1000,599400,0.6,2998082.591,599.4,2017555294,0.001671,599.1344,0.49978,0.50022,2888018.487,2.0013,1.00E-06,2998082591,299.8083,143227.0154,143.3704
Netgen_n1000_d0.70_c1000_1,Netgen,895725,895725,895725,895725,895725,895725,895725,0.12,0.02,0.03,0.008,27238,10492,11183,19849,1000,699300,0.7,879.2813,699.3,133098,0.001173,854.1575,0.99857,0.00143,19982.7632,421.3408,0.000796,879281.3283,1.6614,56111.3398,56.1675
Netgen_n1000_d0.70_c1000_2,Netgen,991323,991323,991323,991323,991323,991323,991323,0.1,0.02,0.03,0.006,25665,13739,10140,18923,1000,699300,0.7,1182.3824,699.3,0,0.00084,367.5232,0.99857,0.00143,31424.7258,492.6027,0.000592,1182382.356,1.421,43186.6874,43.2299
Netgen_n1000_d0.70_c1000_3,Netgen,732855,732855,732855,732855,732855,732855,732855,0.09,0.02,0.02,0.003,13765,8775,7287,8080,1000,699300,0.7,850.1554,699.3,0,0.000864,530.4939,0.99857,0.00143,18877.4562,411.6895,0.000823,850155.3714,1.7003,61192.8493,61.2541
Netgen_n1000_d0.70_c1000_4,Netgen,1024733,1024733,1024733,1024733,1024733,1024733,1024733,0.1,0.02,0.03,0.007,28286,14830,11483,20182,1000,699300,0.7,1057.6561,699.3,0,0.000971,664.2694,0.99857,0.00143,26709.1906,468.1002,0.000662,1057656.103,1.4954,48906.6274,48.9556
Netgen_n1000_d0.70_c1000_5,Netgen,567955,567955,567955,567955,567955,567955,567955,0.1,0.02,0.03,0.005,13813,5426,6055,7916,1000,699300,0.7,577.9799,699.3,167337,0.001275,785.604,0.82311,0.17689,8579.8053,275.4342,0.001211,577979.8799,2.5414,88923.3554,89.0124
Netgen_n1000_d0.70_c10000_1,Netgen,2638714,2638714,2638714,2638714,2638714,2638714,2638714,0.02,0.01,0.01,0,2674,2501,2256,1103,1000,699300,0.7,4022.3269,699.3,0,0.000657,665.0318,0.57358,0.42642,19903.0349,91.5629,0.000174,4022326.852,7.645,129665.7622,129.7956
Netgen_n1000_d0.70_c10000_2,Netgen,3803075,3803075,3803075,3803075,3803075,3803075,3803075,0.07,0.01,0.02,0.004,7437,3325,3298,3333,1000,699300,0.7,3791.0561,699.3,1519553,0.001407,711.8441,0.54101,0.45899,11398.2137,54.8038,0.000185,3791056.072,12.7728,136616.0022,136.7528
Netgen_n1000_d0.70_c10000_3,Netgen,3942316,3942316,3942316,3942316,3942316,3942316,3942316,0.07,0.01,0.02,0.004,7433,3680,3478,2349,1000,699300,0.7,3912.9388,699.3,1205139,0.001319,759.7335,0.55785,0.44215,15897.3517,74.9049,0.000179,3912938.801,9.3452,133894.7923,134.0288
Netgen_n1000_d0.70_c10000_4,Netgen,1182231,1182231,1182231,1182231,1182231,1182231,1182231,0.02,0.01,0.01,0,1284,1072,1046,482,1000,699300,0.7,3580.4715,699.3,0,0.000331,663.465,0.51092,0.48908,4207.3885,16.8195,0.000196,3580471.485,41.6184,146066.8826,146.2131
Netgen_n1000_d0.70_c10000_5,Netgen,4475279,4475279,4475279,4475279,4475279,4475279,4475279,0.07,0.01,0.01,0.005,7891,3904,3694,3318,1000,699300,0.7,4252.994,699.3,1270693,0.001354,739.745,0.60632,0.39368,28448.1703,124.0927,0.000165,4252993.982,5.6409,118270.4698,118.3889
Netgen_n1000_d0.70_c100000_1,Netgen,8526538,8526538,8526538,8526538,8526538,8526538,8526538,0.01,0,0,0,844,750,724,363,1000,699300,0.7,34990.4663,699.3,0,0.000244,673.1668,0.50013,0.49987,28833.0624,2.0005,2.00E-05,34990466.34,349.9047,147895.9335,148.044
Netgen_n1000_d0.70_c100000_2,Netgen,35924115,35924115,35924115,35924115,35924115,35924115,35924115,0.07,0.01,0.02,0.004,6795,3197,3552,1937,1000,699300,0.7,35709.7835,699.3,13844578,0.001397,717.1034,0.50991,0.49009,39628.6843,15.072,2.00E-05,35709783.51,46.4437,145228.5503,145.3739
Netgen_n1000_d0.70_c100000_3,Netgen,34578551,34578551,34578551,34578551,34578551,34578551,34578551,0.07,0.01,0.01,0.003,7401,3059,2959,2740,1000,699300,0.7,35223.1255,699.3,16012574,0.00144,695.8319,0.50235,0.49765,30300.8242,5.8286,2.00E-05,35223125.48,120.0974,149721.7718,149.8716
Netgen_n1000_d0.70_c100000_4,Netgen,36372886,36372886,36372886,36372886,36372886,36372886,36372886,0.06,0.01,0.01,0.004,6591,3241,3196,1793,1000,699300,0.7,35382.2166,699.3,12549348,0.001386,722.819,0.50505,0.49495,32400.7179,8.7263,2.00E-05,35382216.6,80.217,145175.2258,145.3205
Netgen_n1000_d0.70_c100000_5,Netgen,517127,517127,517127,517127,517127,517127,517127,0.01,0,0,0,48,41,41,16,1000,699300,0.7,35349.2444,699.3,0,1.50E-05,273.4295,0.50311,0.49689,31168.9985,7.1843,2.00E-05,35349244.43,97.4345,146209.268,146.3556
Netgen_n1000_d0.70_c1000000_1,Netgen,293262008,293262008,293262008,293262008,293262008,293262008,293262008,0.02,0.01,0.01,0,3211,2961,2757,1254,1000,699300,0.7,349734.9512,699.3,0,0.00084,719.7393,0.50117,0.49883,288196.3508,2.0015,1.00E-05,349734951.2,349.7353,145183.6976,145.329
Netgen_n1000_d0.70_c1000000_2,Netgen,29323428,29323428,29323428,29323428,29323428,29323428,29323428,0.01,0,0,0,316,278,267,130,1000,699300,0.7,350427.3416,699.3,0,8.40E-05,717.0869,0.49953,0.50047,288665.7709,1.9976,6.00E-06,350427341.6,350.4273,146411.0272,146.5576
Netgen_n1000_d0.70_c1000000_3,Netgen,345241544,345241544,345241544,345241544,345241544,345241544,345241544,0.08,0.01,0.01,0.002,7500,3250,3145,1706,1000,699300,0.7,349536.4333,699.3,150662041,0.001422,704.4432,0.50021,0.49979,288872.3868,2.0026,2.00E-06,349536433.3,349.5371,148837.5236,148.9865
Netgen_n1000_d0.70_c1000000_4,Netgen,337793814,337793814,337793814,337793814,337793814,337793814,337793814,0.07,0.01,0.01,0.003,4854,3199,3075,1827,1000,699300,0.7,350140.1223,699.3,59018355,0.001136,688.1426,0.50028,0.49972,288359.6611,1.9992,6.00E-06,350140122.3,350.1405,145593.842,145.7396
Netgen_n1000_d0.70_c1000000_5,Netgen,340884896,340884896,340884896,340884896,340884896,340884896,340884896,0.06,0.01,0.01,0.003,4264,3411,3295,1642,1000,699300,0.7,349630.7139,699.3,26153634,0.001052,706.6048,0.50005,0.49995,288403.4016,2.0021,2.00E-06,349630713.9,349.6307,144841.7479,144.9867
Netgen_n1000_d0.70_c10000000_1,Netgen,3481642316,3481642316,3481642316,3481642316,3481642316,3481642316,3481642316,0.08,0.01,0.01,0.003,7354,3258,3126,2658,1000,699300,0.7,3492557.393,699.3,1453435139,0.001416,707.2946,0.5,0.5,2887441.084,2.0043,2.00E-06,3492557393,349.2558,150612.0459,150.7628
Netgen_n1000_d0.70_c10000000_2,Netgen,1222465026,1222465026,1222465026,1222465026,1222465026,1222465026,1222465026,0.02,0.01,0.01,0,1515,1242,1147,717,1000,699300,0.7,3490492.203,699.3,0,0.000351,722.6498,0.50051,0.49949,2887991.813,2.0054,2.00E-06,3490492203,349.0494,149615.5502,149.7653
Netgen_n1000_d0.70_c10000000_3,Netgen,2471229907,2471229907,2471229907,2471229907,2471229907,2471229907,2471229907,0.02,0.01,0.01,0,2645,2404,2197,1147,1000,699300,0.7,3492260.837,699.3,0,0.000709,705.6739,0.5002,0.4998,2886311.929,2.0044,4.00E-06,3492260837,349.2267,148966.4029,149.1155
Netgen_n1000_d0.70_c10000000_4,Netgen,3535718121,3535718121,3535718121,3535718121,3535718121,3535718121,3535718121,0.07,0.01,0.01,0.003,6305,3261,3134,1957,1000,699300,0.7,3498510.958,699.3,1118131635,0.001333,685.7335,0.49987,0.50013,2886106.088,2.0008,4.00E-06,3498510958,349.8513,145403.6012,145.5492
Netgen_n1000_d0.70_c10000000_5,Netgen,3537741786,3537741786,3537741786,3537741786,3537741786,3537741786,3537741786,0.07,0.01,0.01,0.003,7451,3243,3115,2744,1000,699300,0.7,3491463.715,699.3,1449396224,0.001432,699.692,0.50026,0.49974,2887020.268,2.0049,3.00E-06,3491463715,349.1464,146965.8881,147.113
Netgen_n1000_d0.80_c1000_1,Netgen,1262220,1262220,1262220,1262220,1262220,1262220,1262220,0.18,0.04,0.05,0.01,33632,19471,12926,27048,1000,799200,0.8,1266.4253,799.2,99211,0.001077,929.5166,0.99875,0.001251,30588.917,546.8975,0.000632,1266425.26,1.4628,40308.1215,40.3485
Netgen_n1000_d0.80_c1000_2,Netgen,1254956,1254956,1254956,1254956,1254956,1254956,1254956,0.17,0.03,0.05,0.011,34684,17225,13108,31306,1000,799200,0.8,1258.3199,799.2,106499,0.001084,923.5512,0.99875,0.001251,30308.7498,545.3812,0.000636,1258319.904,1.4669,40515.7288,40.5563
Netgen_n1000_d0.80_c1000_3,Netgen,655723,655723,655723,655723,655723,655723,655723,0.07,0.02,0.02,0.002,9597,7004,6409,6081,1000,799200,0.8,900.2607,799.2,0,0.00073,414.7811,0.99875,0.001251,17660.1168,444.3157,0.000889,900260.7297,1.8005,54707.441,54.7622
Netgen_n1000_d0.80_c1000_4,Netgen,456786,456786,456786,456786,456786,456786,456786,0.07,0.02,0.02,0.005,6668,4041,4112,3740,1000,799200,0.8,453.6883,799.2,95057,0.001219,821.5145,0.56637,0.43363,1909.676,95.045,0.001763,453688.2833,8.4171,112333.0028,112.4454
Netgen_n1000_d0.80_c1000_5,Netgen,650045,650045,650045,650045,650045,650045,650045,0.07,0.02,0.02,0.003,10443,7122,6482,5142,1000,799200,0.8,822.9727,799.2,0,0.000791,582.7065,0.99875,0.001251,14925.8697,410.8443,0.000972,822972.6927,1.9472,61685.6045,61.7474
Netgen_n1000_d0.80_c10000_1,Netgen,3229050,3229050,3229050,3229050,3229050,3229050,3229050,0.03,0.01,0.01,0,3077,2839,2637,1122,1000,799200,0.8,4571.6954,799.2,0,0.000708,743.7846,0.57034,0.42966,20374.767,100.7154,0.000175,4571695.423,7.9432,113022.1461,113.1353
Netgen_n1000_d0.80_c10000_2,Netgen,434093,434093,434093,434093,434093,434093,434093,0.01,0,0,0,357,334,325,101,1000,799200,0.8,4020.6195,799.2,0,0.000108,778.0995,0.50094,0.49906,2943.221,4.2282,0.000199,4020619.527,189.2056,124745.255,124.8701
