Instances,Source,algo_Hi_PR,algo_PAR,algo_P2R,algo_Pseudo_Hi_FIFO,feature_Order,feature_Size,feature_AvNdDgr,feature_AVScPotNetExcess,feature_CVAvNdDg,feature_ScCapDens
Wash_RLG_Pool_r30375_co64_c100000000_1(ol_2),WashRLG,22.702,15.225,13.247,9.375,1944002,5801625,2.9844,0.86935,10.3383,1.00E-06
Wash_RLG_Pool_r3072_co20_c100000000_1(ol_2),WashRLG,0.17,0.153,0.118,0.07,61442,181248,2.9499,0.82164,5.9614,1.90E-05
Wash_RLG_Pool_r3072_co243_c100000000_1(ol_2),WashRLG,4.126,1.737,2.174,0.902,746498,2236416,2.9959,0.88635,1.7725,1.00E-06
Wash_RLG_Pool_r3072_co64_c100000000_1(ol_2),WashRLG,0.603,0.308,0.437,0.18,196610,586752,2.9843,0.86797,3.329,5.00E-06
Wash_RLG_Pool_r3072_co729_c100000000_1(ol_2),WashRLG,21.654,4.605,6.095,2.822,2239490,6715392,2.9986,0.89074,1.1259,0
Wash_RLG_Pool_r3087_co124_c100000000_1(ol_2),WashRLG,1.955,0.808,0.85,0.555,382790,1145277,2.9919,0.88108,2.425,3.00E-06
Wash_RLG_Pool_r3087_co184_c100000000_1(ol_2),WashRLG,3.113,1.16,1.917,0.686,568010,1700937,2.9946,0.88342,2.016,2.00E-06
Wash_RLG_Pool_r3087_co243_c100000000_1(ol_2),WashRLG,6.217,2.092,2.074,1.411,750143,2247336,2.9959,0.8858,1.7765,1.00E-06
Wash_RLG_Pool_r3087_co304_c100000000_1(ol_2),WashRLG,7.044,2.372,2.343,1.516,938450,2812257,2.9967,0.88795,1.6089,1.00E-06
Wash_RLG_Pool_r3087_co79_c100000000_1(ol_2),WashRLG,0.905,0.552,0.851,0.329,243875,728532,2.9873,0.87265,3.0108,4.00E-06
Wash_RLG_Pool_r3125_co625_c100000000_1(ol_2),WashRLG,12.648,3.983,5.179,2.766,1953127,5856250,2.9984,0.89042,1.201,1.00E-06
Wash_RLG_Pool_r314928_co30_c1000000_1(ol_2),WashRLG,98.957,73.162,88.47,40.247,9447842,28028592,2.9667,0.8385,48.8445,0
Wash_RLG_Pool_r3159_co304_c100000000_1(ol_2),WashRLG,5.646,2.018,2.513,1.199,960338,2877849,2.9967,0.88809,1.6251,1.00E-06
Wash_RLG_Pool_r3159_co486_c100000000_1(ol_2),WashRLG,10.825,3.626,4.481,2.708,1535276,4602663,2.9979,0.88987,1.3327,1.00E-06
Wash_RLG_Pool_r321489_co10_c100000000_1(ol_2),WashRLG,15.891,15.781,10.173,6.711,3214892,9323181,2.9,0.76431,87.4387,0
Wash_RLG_Pool_r323433_co10_c100000000_1(ol_2),WashRLG,15.019,17.421,13.988,6.462,3234332,9379557,2.9,0.76448,87.7027,0
Wash_RLG_Pool_r3249_co184_c100000000_1(ol_2),WashRLG,3.865,1.646,1.817,1.331,597818,1790199,2.9946,0.8838,2.0642,2.00E-06
Wash_RLG_Pool_r3249_co243_c100000000_1(ol_2),WashRLG,5.318,1.872,2.536,1.262,789509,2365272,2.9959,0.88668,1.818,1.00E-06
Wash_RLG_Pool_r3249_co729_c100000000_1(ol_2),WashRLG,18.417,4.659,7.227,4.499,2368523,7102314,2.9986,0.8906,1.1494,0
Wash_RLG_Pool_r324_co243_c100000000_1(ol_2),WashRLG,0.129,0.073,0.074,0.056,78734,235872,2.9958,0.88292,0.7864,1.30E-05
Wash_RLG_Pool_r3267_co486_c100000000_1(ol_2),WashRLG,11.623,2.985,4.139,2.639,1587764,4760019,2.9979,0.88904,1.3509,1.00E-06
Wash_RLG_Pool_r32805_co365_c1000000_1(ol_2),WashRLG,260.67,83.876,91.425,47.42,11973827,35888670,2.9973,0.88469,4.5097,0
Wash_RLG_Pool_r328509_co10_c100000000_1(ol_2),WashRLG,21.289,20.056,11.334,5.709,3285092,9526761,2.9,0.76436,88.3882,0
Wash_RLG_Pool_r328509_co20_c100000000_1(ol_2),WashRLG,82.622,62.025,55.664,47.012,6570182,19382031,2.95,0.82126,61.442,0
Wash_RLG_Pool_r334611_co20_c100000000_1(ol_2),WashRLG,82.696,87.569,101.114,34.363,6692222,19742049,2.95,0.82134,62.01,0
Wash_RLG_Pool_r334611_co50_c1000000_1(ol_2),WashRLG,287.316,158.032,265.723,114.382,16730552,49857039,2.98,0.85798,38.8263,0
Wash_RLG_Pool_r3375_co124_c100000000_1(ol_2),WashRLG,1.946,0.666,0.949,0.453,418502,1252125,2.9919,0.88008,2.5297,2.00E-06
Wash_RLG_Pool_r3375_co184_c100000000_1(ol_2),WashRLG,3.061,0.985,1.2,0.803,621002,1859625,2.9946,0.8852,2.101,2.00E-06
Wash_RLG_Pool_r3375_co79_c100000000_1(ol_2),WashRLG,0.999,0.474,0.566,0.307,266627,796500,2.9873,0.87296,3.1437,4.00E-06
Wash_RLG_Pool_r3375_co94_c100000000_1(ol_2),WashRLG,1.594,0.883,0.854,0.594,317252,948375,2.9893,0.87517,2.8895,3.00E-06
Wash_RLG_Pool_r3456_co10_c100000000_1(ol_2),WashRLG,0.041,0.041,0.034,0.02,34562,100224,2.8998,0.76444,9.0731,3.70E-05
Wash_RLG_Pool_r3456_co124_c100000000_1(ol_2),WashRLG,2.563,1.246,1.553,0.6,428546,1282176,2.9919,0.88148,2.5584,2.00E-06
Wash_RLG_Pool_r3456_co30_c100000000_1(ol_2),WashRLG,0.256,0.253,0.28,0.112,103682,307584,2.9666,0.84394,5.1429,1.10E-05
Wash_RLG_Pool_r3456_co729_c100000000_1(ol_2),WashRLG,22.992,5.218,8.379,3.655,2519426,7554816,2.9986,0.89029,1.1769,0
Wash_RLG_Pool_r3456_co94_c100000000_1(ol_2),WashRLG,1.827,1.008,1.262,0.604,324866,971136,2.9893,0.87544,2.9222,3.00E-06
Wash_RLG_Pool_r34992_co154_c100000000_1(ol_2),WashRLG,76.766,39.059,48.43,21.728,5388770,16131312,2.9935,0.88268,7.1438,0
Wash_RLG_Pool_r34992_co40_c100000000_1(ol_2),WashRLG,8.916,6.94,12.749,4.279,1399682,4164048,2.975,0.85468,14.07,1.00E-06
Wash_RLG_Pool_r352947_co40_c1000000_1(ol_2),WashRLG,245.843,112.48,116.985,74.407,14117882,42000693,2.975,0.8505,44.6564,0
Wash_RLG_Pool_r35721_co124_c100000000_1(ol_2),WashRLG,58.779,31.878,36.527,21.931,4429406,13252491,2.9919,0.88042,8.0424,0
Wash_RLG_Pool_r35721_co20_c100000000_1(ol_2),WashRLG,3.788,3.435,3.092,1.679,714422,2107539,2.95,0.82058,20.2658,2.00E-06
Wash_RLG_Pool_r35721_co79_c100000000_1(ol_2),WashRLG,35.78,21.413,20.883,8.063,2821961,8430156,2.9873,0.87279,10.0818,0
Wash_RLG_Pool_r3645_co365_c100000000_1(ol_2),WashRLG,8.457,3.254,3.505,1.903,1330427,3987630,2.9973,0.88796,1.5971,1.00E-06
Wash_RLG_Pool_r3645_co79_c100000000_1(ol_2),WashRLG,1.495,0.523,0.794,0.407,287957,860220,2.9873,0.873,3.2632,4.00E-06
Wash_RLG_Pool_r36501_co10_c100000000_1(ol_2),WashRLG,1.047,0.92,0.838,0.546,365012,1058529,2.9,0.7631,29.4647,4.00E-06
Wash_RLG_Pool_r36501_co20_c100000000_1(ol_2),WashRLG,8.435,5.787,3.03,1.845,730022,2153559,2.95,0.82188,20.4858,2.00E-06
Wash_RLG_Pool_r36501_co365_c1000000_1(ol_2),WashRLG,274.114,62.798,103.814,54.751,13322867,39932094,2.9973,0.88452,4.7531,0
Wash_RLG_Pool_r36501_co50_c100000000_1(ol_2),WashRLG,21.733,11.445,13.555,7.512,1825052,5438649,2.98,0.86177,12.8338,1.00E-06
Wash_RLG_Pool_r37179_co10_c100000000_1(ol_2),WashRLG,1.539,1.595,0.924,0.957,371792,1078191,2.9,0.76368,29.7371,3.00E-06
Wash_RLG_Pool_r37179_co184_c1000000_1(ol_2),WashRLG,121.549,49.126,58.408,27.188,6840938,20485629,2.9946,0.88045,6.7371,0
Wash_RLG_Pool_r373977_co10_c100000000_1(ol_2),WashRLG,20.889,18.187,12.785,11.341,3739772,10845333,2.9,0.76474,94.3067,0
Wash_RLG_Pool_r384_co94_c100000000_1(ol_2),WashRLG,0.069,0.034,0.038,0.021,36098,107904,2.9892,0.87519,1.1072,2.80E-05
Wash_RLG_Pool_r385641_co10_c100000000_1(ol_2),WashRLG,22.502,19.848,12.404,11.509,3856412,11183589,2.9,0.76456,95.7661,0
Wash_RLG_Pool_r385641_co20_c1000000_1(ol_2),WashRLG,106.83,83.137,85.452,23.239,7712822,22752819,2.95,0.81706,66.5704,0
Wash_RLG_Pool_r3888_co64_c100000000_1(ol_2),WashRLG,0.996,0.49,0.491,0.35,248834,742608,2.9844,0.87053,3.7346,4.00E-06
Wash_RLG_Pool_r390625_co5_c100000000_1(ol_2),WashRLG,2.508,2.704,2.192,2.617,1953127,5468750,2.8,0.67865,141.1728,1.00E-06
Wash_RLG_Pool_r39366_co243_c1000000_1(ol_2),WashRLG,170.758,63.746,83.037,34.387,9565940,28658448,2.9959,0.88203,6.0353,0
Wash_RLG_Pool_r39366_co30_c100000000_1(ol_2),WashRLG,12.678,9.682,8.765,4.917,1180982,3503574,2.9667,0.84387,17.276,1.00E-06
Wash_RLG_Pool_r39366_co40_c100000000_1(ol_2),WashRLG,20.183,12.164,11.784,6.674,1574642,4684554,2.975,0.8555,14.9224,1.00E-06
Wash_RLG_Pool_r395307_co10_c100000000_1(ol_2),WashRLG,17.702,19.524,15.656,11.355,3953072,11463903,2.9,0.76403,96.9588,0
Wash_RLG_Pool_r3969_co124_c100000000_1(ol_2),WashRLG,4.027,1.963,1.591,1.278,492158,1472499,2.9919,0.87969,2.7327,2.00E-06
Wash_RLG_Pool_r3969_co154_c100000000_1(ol_2),WashRLG,3.656,1.65,2.008,1.118,611228,1829709,2.9935,0.88309,2.4643,2.00E-06
Wash_RLG_Pool_r3969_co20_c100000000_1(ol_2),WashRLG,0.214,0.2,0.18,0.1,79382,234171,2.9499,0.81801,6.7708,1.40E-05
Wash_RLG_Pool_r3969_co243_c100000000_1(ol_2),WashRLG,6.598,1.933,3.424,1.49,964469,2889432,2.9959,0.88625,1.991,1.00E-06
Wash_RLG_Pool_r3969_co304_c100000000_1(ol_2),WashRLG,8.626,3.215,2.908,2.812,1206578,3615759,2.9967,0.88767,1.7985,1.00E-06
Wash_RLG_Pool_r3969_co40_c100000000_1(ol_2),WashRLG,0.642,0.375,0.358,0.173,158762,472311,2.975,0.85396,4.7654,7.00E-06
Wash_RLG_Pool_r3969_co50_c100000000_1(ol_2),WashRLG,1.73,0.808,0.772,0.392,198452,591381,2.98,0.86356,4.263,5.00E-06
Wash_RLG_Pool_r397953_co30_c1000000_1(ol_2),WashRLG,187.287,131.621,122.897,56.782,11938592,35417817,2.9667,0.83892,54.9061,0
Wash_RLG_Pool_r3993_co184_c100000000_1(ol_2),WashRLG,6.598,2.815,5,1.326,734714,2200143,2.9946,0.88391,2.2723,1.00E-06
Wash_RLG_Pool_r3993_co729_c100000000_1(ol_2),WashRLG,33.199,7.023,9.704,3.298,2910899,8728698,2.9986,0.89147,1.2446,0
Wash_RLG_Pool_r405_co486_c100000000_1(ol_2),WashRLG,0.437,0.222,0.198,0.178,196832,590085,2.9979,0.88938,0.71672,5.00E-06
Wash_RLG_Pool_r41067_co243_c1000000_1(ol_2),WashRLG,169.101,63.52,86.068,39.702,9979283,29896776,2.9959,0.8824,6.1631,0
Wash_RLG_Pool_r41067_co365_c1000000_1(ol_2),WashRLG,247.501,76.896,97.822,37.936,14989457,44927298,2.9973,0.88453,5.0375,0
Wash_RLG_Pool_r41067_co79_c100000000_1(ol_2),WashRLG,38.73,26.17,25.666,16.199,3244295,9691812,2.9873,0.87326,10.8078,0
Wash_RLG_Pool_r41067_co94_c100000000_1(ol_2),WashRLG,57.577,28.578,39.334,28.439,3860300,11539827,2.9894,0.87631,9.9041,0
Wash_RLG_Pool_r4131_co124_c100000000_1(ol_2),WashRLG,2.649,2.5,3.295,1.884,512246,1532601,2.9919,0.8802,2.7859,2.00E-06
Wash_RLG_Pool_r4131_co184_c100000000_1(ol_2),WashRLG,8.736,2.142,2.35,2.184,760106,2276181,2.9946,0.88323,2.3085,1.00E-06
Wash_RLG_Pool_r4131_co243_c100000000_1(ol_2),WashRLG,8.071,2.821,4.126,2.074,1003835,3007368,2.9959,0.88572,2.0281,1.00E-06
Wash_RLG_Pool_r4131_co304_c100000000_1(ol_2),WashRLG,15.294,2.936,2.781,4.512,1255826,3763341,2.9967,0.88814,1.8314,1.00E-06
Wash_RLG_Pool_r4131_co365_c100000000_1(ol_2),WashRLG,15.365,4.312,5.358,3.482,1507817,4519314,2.9973,0.88943,1.6877,1.00E-06
Wash_RLG_Pool_r4131_co50_c100000000_1(ol_2),WashRLG,0.579,0.448,0.934,0.467,206552,615519,2.98,0.86164,4.3478,5.00E-06
Wash_RLG_Pool_r4131_co64_c100000000_1(ol_2),WashRLG,1.114,1.349,1.423,0.77,264386,789021,2.9844,0.8709,3.847,4.00E-06
Wash_RLG_Pool_r4131_co729_c100000000_1(ol_2),WashRLG,28.452,5.692,8.573,6.337,3011501,9030366,2.9986,0.89075,1.2613,0
Wash_RLG_Pool_r4131_co94_c100000000_1(ol_2),WashRLG,1.827,1.962,1.945,0.861,388316,1160811,2.9893,0.87587,3.1856,3.00E-06
Wash_RLG_Pool_r41472_co50_c100000000_1(ol_2),WashRLG,25.648,18.022,19.354,7.728,2073602,6179328,2.98,0.86192,13.6784,1.00E-06
Wash_RLG_Pool_r41472_co94_c100000000_1(ol_2),WashRLG,54.268,32.985,30.692,11.537,3898370,11653632,2.9894,0.87635,9.9526,0
Wash_RLG_Pool_r41553_co10_c100000000_1(ol_2),WashRLG,1.766,1.517,1.325,0.607,415532,1205037,2.9,0.76526,31.4375,3.00E-06
Wash_RLG_Pool_r421875_co10_c100000000_1(ol_2),WashRLG,20.314,25.983,19.418,8.823,4218752,12234375,2.9,0.76448,100.164,0
Wash_RLG_Pool_r42849_co50_c100000000_1(ol_2),WashRLG,20.529,14.767,20.475,9.291,2142452,6384501,2.98,0.86248,13.9032,0
Wash_RLG_Pool_r4374_co124_c100000000_1(ol_2),WashRLG,2.872,1.272,1.48,0.64,542378,1622754,2.9919,0.88077,2.8635,2.00E-06
Wash_RLG_Pool_r4374_co365_c100000000_1(ol_2),WashRLG,18.057,4.43,6.669,4.819,1596512,4785156,2.9973,0.8882,1.7309,1.00E-06
Wash_RLG_Pool_r4374_co486_c100000000_1(ol_2),WashRLG,20.429,5.871,8.283,4.351,2125766,6372918,2.9979,0.88969,1.5271,0
Wash_RLG_Pool_r4374_co64_c100000000_1(ol_2),WashRLG,1.504,0.953,1.041,0.508,279938,835434,2.9844,0.86962,3.9562,4.00E-06
Wash_RLG_Pool_r4374_co729_c100000000_1(ol_2),WashRLG,27.263,9.042,10.1,6.063,3188648,9561564,2.9986,0.89152,1.2905,0
Wash_RLG_Pool_r4374_co94_c100000000_1(ol_2),WashRLG,1.897,0.883,1.078,0.62,411158,1229094,2.9893,0.87748,3.2753,2.00E-06
Wash_RLG_Pool_r44217_co64_c100000000_1(ol_2),WashRLG,23.909,14.337,17.495,10.788,2829890,8445447,2.9844,0.86844,12.4678,0
Wash_RLG_Pool_r4563_co10_c100000000_1(ol_2),WashRLG,0.062,0.059,0.046,0.03,45632,132327,2.8999,0.76719,10.4234,2.80E-05
Wash_RLG_Pool_r4563_co243_c100000000_1(ol_2),WashRLG,7.455,3.184,4.13,1.404,1108811,3321864,2.9959,0.88683,2.1235,1.00E-06
Wash_RLG_Pool_r4563_co486_c100000000_1(ol_2),WashRLG,17.108,5.665,10.405,5.105,2217620,6648291,2.9979,0.88978,1.5552,0
Wash_RLG_Pool_r45927_co124_c100000000_1(ol_2),WashRLG,67.935,43.2,49.655,30.947,5694950,17038917,2.9919,0.88074,9.1142,0
Wash_RLG_Pool_r45927_co20_c100000000_1(ol_2),WashRLG,7.702,7.443,8.887,3.753,918542,2709693,2.95,0.82129,22.9778,1.00E-06
Wash_RLG_Pool_r45927_co79_c100000000_1(ol_2),WashRLG,65.736,26.883,30.431,17.373,3628235,10838772,2.9873,0.87267,11.4279,0
Wash_RLG_Pool_r4608_co486_c100000000_1(ol_2),WashRLG,24.124,6.878,5.464,4.929,2239490,6713856,2.9979,0.89028,1.5617,0
Wash_RLG_Pool_r4608_co94_c100000000_1(ol_2),WashRLG,3.083,0.971,1.586,0.887,433154,1294848,2.9893,0.87515,3.3592,2.00E-06
Wash_RLG_Pool_r4617_co154_c100000000_1(ol_2),WashRLG,6.323,1.63,2.12,1.512,711020,2128437,2.9935,0.88212,2.648,1.00E-06
Wash_RLG_Pool_r4617_co365_c100000000_1(ol_2),WashRLG,14.583,3.733,3.867,3.267,1685207,5050998,2.9973,0.88801,1.7729,1.00E-06
Wash_RLG_Pool_r4617_co40_c100000000_1(ol_2),WashRLG,0.731,0.426,0.53,0.345,184682,549423,2.975,0.8525,5.1348,6.00E-06
Wash_RLG_Pool_r4617_co486_c100000000_1(ol_2),WashRLG,20.994,6.921,6.468,5.059,2243864,6726969,2.9979,0.88972,1.5631,0
Wash_RLG_Pool_r4617_co94_c100000000_1(ol_2),WashRLG,2.076,1.151,1.384,0.75,434000,1297377,2.9893,0.8765,3.3625,2.00E-06
Wash_RLG_Pool_r46656_co154_c1000000_1(ol_2),WashRLG,126.472,51.677,56.197,34.718,7185026,21508416,2.9935,0.87856,8.2425,0
Wash_RLG_Pool_r472392_co30_c1000000_1(ol_2),WashRLG,321.278,278.019,291.363,131.13,14171762,42042888,2.9667,0.83883,59.8209,0
Wash_RLG_Pool_r483153_co30_c1000000_1(ol_2),WashRLG,240.527,156.851,154.132,107.515,14494592,43000617,2.9667,0.83899,60.4984,0
Wash_RLG_Pool_r486_co729_c100000000_1(ol_2),WashRLG,0.911,0.387,0.511,0.342,354296,1062396,2.9986,0.89003,0.69137,3.00E-06
Wash_RLG_Pool_r492075_co10_c100000000_1(ol_2),WashRLG,21.49,20.999,14.856,13.811,4920752,14270175,2.9,0.76433,108.177,0
Wash_RLG_Pool_r50301_co10_c100000000_1(ol_2),WashRLG,2.342,2.38,1.979,2.453,503012,1458729,2.9,0.76476,34.5883,3.00E-06
Wash_RLG_Pool_r50301_co124_c100000000_1(ol_2),WashRLG,94.263,48.088,55.106,53.187,6237326,18661671,2.9919,0.88017,9.5368,0
Wash_RLG_Pool_r50301_co20_c100000000_1(ol_2),WashRLG,8.002,6.616,4.549,3.088,1006022,2967759,2.95,0.82007,24.0467,1.00E-06
Wash_RLG_Pool_r50301_co304_c1000000_1(ol_2),WashRLG,319.345,117.664,202.872,70.74,15291506,45824211,2.9967,0.88359,6.0974,0
Wash_RLG_Pool_r50421_co304_c1000000_1(ol_2),WashRLG,277.366,107.883,119.596,112.993,15327986,45933531,2.9967,0.88373,6.1046,0
Wash_RLG_Pool_r50421_co64_c100000000_1(ol_2),WashRLG,36.003,26.835,29.675,28.293,3226946,9630411,2.9844,0.86846,13.3122,0
Wash_RLG_Pool_r50625_co124_c100000000_1(ol_2),WashRLG,80.599,34.273,50.207,16.478,6277502,18781875,2.9919,0.88053,9.5673,0
Wash_RLG_Pool_r507_co184_c100000000_1(ol_2),WashRLG,0.162,0.087,0.103,0.067,93290,279357,2.9945,0.88321,0.96766,1.10E-05
Wash_RLG_Pool_r507_co94_c100000000_1(ol_2),WashRLG,0.079,0.052,0.056,0.024,47660,142467,2.9892,0.8756,1.2326,2.10E-05
Wash_RLG_Pool_r5103_co184_c100000000_1(ol_2),WashRLG,7.02,1.756,2.216,1.44,938954,2811753,2.9946,0.88434,2.5511,1.00E-06
Wash_RLG_Pool_r513_co729_c100000000_1(ol_2),WashRLG,0.749,0.406,0.427,0.248,373979,1121418,2.9986,0.89025,0.69714,3.00E-06
Wash_RLG_Pool_r5184_co154_c100000000_1(ol_2),WashRLG,6.019,2.86,2.403,1.72,798338,2389824,2.9935,0.88264,2.7991,1.00E-06
Wash_RLG_Pool_r5184_co20_c100000000_1(ol_2),WashRLG,0.237,0.224,0.196,0.073,103682,305856,2.9499,0.82127,7.7335,1.10E-05
Wash_RLG_Pool_r5184_co243_c100000000_1(ol_2),WashRLG,8.466,4.131,5.411,2.815,1259714,3773952,2.9959,0.88628,2.2536,1.00E-06
Wash_RLG_Pool_r5184_co30_c100000000_1(ol_2),WashRLG,0.708,0.671,0.578,0.275,155522,461376,2.9666,0.84093,6.2878,7.00E-06
Wash_RLG_Pool_r5184_co486_c100000000_1(ol_2),WashRLG,25.611,7.648,10.598,4.01,2519426,7553088,2.9979,0.88953,1.6439,0
Wash_RLG_Pool_r5184_co64_c100000000_1(ol_2),WashRLG,1.5,0.667,1.018,0.48,331778,990144,2.9844,0.86802,4.3003,3.00E-06
Wash_RLG_Pool_r5184_co729_c100000000_1(ol_2),WashRLG,44.856,10.328,11.005,7.459,3779138,11332224,2.9986,0.8914,1.383,0
Wash_RLG_Pool_r5184_co79_c100000000_1(ol_2),WashRLG,2.165,1.168,1.153,0.722,409538,1223424,2.9873,0.87222,3.8749,3.00E-06
Wash_RLG_Pool_r52488_co10_c100000000_1(ol_2),WashRLG,2.053,2.152,1.704,0.866,524882,1522152,2.9,0.76422,35.3322,2.00E-06
Wash_RLG_Pool_r52488_co94_c100000000_1(ol_2),WashRLG,76.987,40.975,54.534,16.746,4933874,14749128,2.9894,0.87612,11.193,0
Wash_RLG_Pool_r529_co12167_c100000000_1(ol_2),WashRLG,9.438,6.612,10.193,7.29,6436345,19308500,2.9999,0.89144,0.58389,0
Wash_RLG_Pool_r529_co529_c100000000_1(ol_2),WashRLG,0.633,0.302,0.326,0.227,279843,838994,2.9981,0.88749,0.74112,4.00E-06
Wash_RLG_Pool_r531441_co10_c100000000_1(ol_2),WashRLG,30.347,32.619,27.986,18.16,5314412,15411789,2.9,0.76435,112.4208,0
Wash_RLG_Pool_r533871_co10_c100000000_1(ol_2),WashRLG,34.312,28.3,20.011,15.9,5338712,15482259,2.9,0.76447,112.6776,0
Wash_RLG_Pool_r54675_co10_c100000000_1(ol_2),WashRLG,2.517,2.492,1.63,0.787,546752,1585575,2.9,0.76498,36.0607,2.00E-06
Wash_RLG_Pool_r54675_co154_c1000000_1(ol_2),WashRLG,143.873,76.892,95.354,40.956,8419952,25205175,2.9935,0.87879,8.9196,0
Wash_RLG_Pool_r54675_co40_c100000000_1(ol_2),WashRLG,20.447,13.23,15.196,8.685,2187002,6506325,2.975,0.85507,17.583,0
Wash_RLG_Pool_r54675_co50_c100000000_1(ol_2),WashRLG,33.174,23.333,25.29,9.571,2733752,8146575,2.98,0.86184,15.7025,0
Wash_RLG_Pool_r555579_co10_c100000000_1(ol_2),WashRLG,29.195,25.526,25.738,14.121,5555792,16111791,2.9,0.7643,114.9455,0
Wash_RLG_Pool_r5589_co124_c100000000_1(ol_2),WashRLG,5.276,2.576,3.05,0.954,693038,2073519,2.9919,0.88038,3.223,1.00E-06
Wash_RLG_Pool_r5589_co184_c100000000_1(ol_2),WashRLG,8.022,3.211,4.96,2.42,1028378,3079539,2.9946,0.88491,2.664,1.00E-06
Wash_RLG_Pool_r5589_co243_c100000000_1(ol_2),WashRLG,10.634,3.265,5.409,3.298,1358129,4068792,2.9959,0.88646,2.3346,1.00E-06
Wash_RLG_Pool_r5589_co30_c100000000_1(ol_2),WashRLG,0.823,0.666,0.729,0.193,167672,497421,2.9666,0.84182,6.5271,6.00E-06
Wash_RLG_Pool_r5589_co40_c100000000_1(ol_2),WashRLG,0.97,0.919,1.169,0.439,223562,665091,2.975,0.85421,5.6445,5.00E-06
Wash_RLG_Pool_r5589_co64_c100000000_1(ol_2),WashRLG,1.69,0.882,1.051,0.609,357698,1067499,2.9844,0.867,4.4624,3.00E-06
Wash_RLG_Pool_r559872_co10_c100000000_1(ol_2),WashRLG,33.042,36.098,25.039,11.483,5598722,16236288,2.9,0.76456,115.3888,0
Wash_RLG_Pool_r5625_co184_c100000000_1(ol_2),WashRLG,7.266,3.484,4.024,1.859,1035002,3099375,2.9946,0.88309,2.6722,1.00E-06
Wash_RLG_Pool_r5625_co486_c100000000_1(ol_2),WashRLG,26.744,8.683,12.414,5.696,2733752,8195625,2.9979,0.89002,1.7045,0
Wash_RLG_Pool_r5625_co64_c100000000_1(ol_2),WashRLG,1.689,0.912,0.682,0.549,360002,1074375,2.9844,0.86924,4.4766,3.00E-06
Wash_RLG_Pool_r576_co729_c100000000_1(ol_2),WashRLG,0.908,0.597,0.728,0.479,419906,1259136,2.9986,0.89053,0.71054,2.00E-06
Wash_RLG_Pool_r5832_co30_c100000000_1(ol_2),WashRLG,0.7,0.553,0.734,0.297,174962,519048,2.9666,0.84338,6.6666,6.00E-06
Wash_RLG_Pool_r5832_co365_c100000000_1(ol_2),WashRLG,22.614,6.953,7.788,7.5,2128682,6380208,2.9973,0.88751,1.9711,0
Wash_RLG_Pool_r5832_co40_c100000000_1(ol_2),WashRLG,1.312,0.983,0.949,0.441,233282,694008,2.975,0.85575,5.7647,5.00E-06
Wash_RLG_Pool_r59049_co184_c1000000_1(ol_2),WashRLG,178.027,70.656,85.266,31.833,10865018,32535999,2.9946,0.88,8.4792,0
Wash_RLG_Pool_r59319_co154_c1000000_1(ol_2),WashRLG,121.642,51.465,67.133,35.23,9135128,27346059,2.9935,0.87844,9.2892,0
Wash_RLG_Pool_r5_co15625_c100000000_1(ol_2),WashRLG,0.029,0.023,0.022,0.048,78127,234370,2.9999,0.72025,0.36465,1.30E-05
Wash_RLG_Pool_r5_co390625_c100000000_1(ol_2),WashRLG,0.716,0.509,0.547,1.276,1953127,5859370,3,0.72452,0.36524,1.00E-06
Wash_RLG_Pool_r5_co78125_c100000000_1(ol_2),WashRLG,0.14,0.118,0.126,0.324,390627,1171870,3,0.72416,0.36569,3.00E-06
Wash_RLG_Pool_r6075_co10_c100000000_1(ol_2),WashRLG,0.105,0.103,0.13,0.039,60752,176175,2.8999,0.76174,12.0251,2.10E-05
Wash_RLG_Pool_r6075_co243_c100000000_1(ol_2),WashRLG,10.71,4.738,5.096,3.765,1476227,4422600,2.9959,0.88629,2.4281,1.00E-06
Wash_RLG_Pool_r6075_co304_c100000000_1(ol_2),WashRLG,20.682,5.312,8.998,4.523,1846802,5534325,2.9967,0.8882,2.1859,1.00E-06
Wash_RLG_Pool_r6075_co365_c100000000_1(ol_2),WashRLG,28.629,8.224,10.9,5.482,2217377,6646050,2.9973,0.88818,2.0084,0
Wash_RLG_Pool_r6075_co40_c100000000_1(ol_2),WashRLG,1.639,1.452,0.581,0.87,243002,722925,2.975,0.85366,5.8826,4.00E-06
Wash_RLG_Pool_r6075_co50_c100000000_1(ol_2),WashRLG,1.482,0.94,1.016,0.403,303752,905175,2.98,0.86189,5.2591,3.00E-06
Wash_RLG_Pool_r6075_co64_c100000000_1(ol_2),WashRLG,1.835,2.171,2.315,0.755,388802,1160325,2.9844,0.86729,4.6496,3.00E-06
Wash_RLG_Pool_r6075_co94_c100000000_1(ol_2),WashRLG,4.527,2.35,1.597,2.013,571052,1707075,2.9894,0.87591,3.8441,2.00E-06
Wash_RLG_Pool_r61731_co30_c100000000_1(ol_2),WashRLG,13.31,12.769,12.092,7.743,1851932,5494059,2.9667,0.84394,21.6303,1.00E-06
Wash_RLG_Pool_r61731_co40_c100000000_1(ol_2),WashRLG,26.236,14.576,21.432,10.573,2469242,7345989,2.975,0.85502,18.6822,0
Wash_RLG_Pool_r625_co3125_c100000000_1(ol_2),WashRLG,3.391,2.09,2.711,2.187,1953127,5858750,2.9997,0.89099,0.61323,1.00E-06
