Instances,Source,algo_Hi_PR,algo_PAR,algo_P2R,algo_Pseudo_Hi_FIFO,feature_Order,feature_Size,feature_AvNdDgr,feature_AVScPotNetExcess,feature_CVAvNdDg,feature_ScCapDens
Netgen_n17000_d0.005_c1000000_1(Pool),Netgen,0.167,0.059,0.106,0.032,17000,1444915,84.995,21.276,0.57772,0.005001
Netgen_n17000_d0.012_c1000000_1(Pool),Netgen,0.28,0.075,0.139,0.04,17000,3467796,203.988,50.8782,0.57379,0.011946
Netgen_n17000_d0.014_c1000000_1(Pool),Netgen,0.352,0.089,0.16,0.053,17000,4045762,237.986,58.9699,0.57166,0.013998
Netgen_n17000_d0.016_c1000000_1(Pool),Netgen,0.365,0.108,0.184,0.08,17000,4623728,271.984,68.3082,0.5813,0.016027
Netgen_n17000_d0.018_c1000000_1(Pool),Netgen,0.454,0.108,0.161,0.101,17000,5201694,305.982,76.7922,0.57678,0.017962
Netgen_n17000_d0.01_c1000000_1(Pool),Netgen,0.08,0.048,0.051,0.006,17000,2889830,169.99,42.5431,0.57626,0.009991
Netgen_n17000_d0.023_c1000000_1(Pool),Netgen,0.527,0.14,0.17,0.095,17000,6646609,390.977,98.4668,0.58081,0.022995
Netgen_n17000_d0.026_c1000000_1(Pool),Netgen,0.601,0.157,0.179,0.076,17000,7513558,441.974,110.1773,0.57523,0.026003
Netgen_n17000_d0.02_c1000000_1(Pool),Netgen,0.148,0.061,0.07,0.006,17000,5779660,339.98,85.0817,0.57552,0.019934
Netgen_n17000_d0.03_c1000000_1(Pool),Netgen,0.135,0.076,0.061,0.002,17000,8669490,509.97,126.3184,0.57364,0.030006
Netgen_n1700_d0.50_c10_1(Pool),Netgen,7.356,2.935,3.735,2.05,1700,1444150,849.5,1.6867,0.57387,0.001187
Netgen_n1700_d0.50_c20000_1(Pool),Netgen,0.106,0.035,0.041,0.015,1700,1444150,849.5,197.1763,0.5708,0.021137
Netgen_n1700_d0.50_c20_1(Pool),Netgen,2.699,0.868,1.183,0.508,1700,1444150,849.5,4.7212,0.57819,0.001204
Netgen_n1700_d0.50_c5000_1(Pool),Netgen,0.026,0.017,0.02,0,1700,1444150,849.5,161.7415,0.56707,0.005451
Netgen_n1700_d0.50_c50_1(Pool),Netgen,1.466,0.412,0.571,0.183,1700,1444150,849.5,9.073,0.57702,0.00123
Netgen_n1700_d0.50_c5_1(Pool),Netgen,21.692,8.655,11.114,5.303,1700,1444150,849.5,0.59845,0.57323,0.00118
Netgen_n1800_d0.50_c1000_1(Pool),Netgen,0.106,0.041,0.049,0.007,1800,1619100,899.5,97.1655,0.56651,0.001981
Netgen_n1800_d0.50_c100_1(Pool),Netgen,0.779,0.202,0.275,0.087,1800,1619100,899.5,21.1569,0.57021,0.001229
Netgen_n1800_d0.50_c10_1(Pool),Netgen,5.638,1.817,2.503,1.015,1800,1619100,899.5,2.8659,0.58499,0.001126
Netgen_n1800_d0.50_c20000_1(Pool),Netgen,0.031,0.02,0.022,0,1800,1619100,899.5,204.0394,0.57622,0.011562
Netgen_n1900_d0.50_c1000000_1(Pool),Netgen,0.035,0.023,0.024,0,1900,1804050,949.5,240.2696,0.58491,0.49988
Netgen_n1900_d0.50_c15_1(Pool),Netgen,8.779,2.926,3.956,1.313,1900,1804050,949.5,2.2259,0.57389,0.001063
Netgen_n1900_d0.50_c20000_1(Pool),Netgen,0.043,0.031,0.036,0.001,1900,1804050,949.5,215.7246,0.57349,0.013267
Netgen_n1900_d0.50_c30_1(Pool),Netgen,2.8,0.759,1.072,0.343,1900,1804050,949.5,7.5031,0.56598,0.001088
Netgen_n1900_d0.50_c5000_1(Pool),Netgen,0.158,0.051,0.085,0.021,1900,1804050,949.5,192.2982,0.56273,0.006049
Netgen_n1900_d0.50_c500_1(Pool),Netgen,0.03,0.02,0.022,0,1900,1804050,949.5,231.3467,0.57996,0.034253
Netgen_n1900_d0.50_c5_1(Pool),Netgen,13.83,4.921,6.572,3.275,1900,1804050,949.5,1.3381,0.57472,0.001059
Netgen_n19500_d0.035_c1000000_1(Pool),Netgen,0.969,0.27,0.529,0.143,19500,13308067,682.465,172.396,0.58255,0.035004
Netgen_n20000_d0.005_c1000000_1(Pool),Netgen,0.175,0.082,0.154,0.037,20000,1999900,99.995,24.8169,0.57631,0.005021
Netgen_n20000_d0.012_c1000000_1(Pool),Netgen,0.382,0.106,0.195,0.059,20000,4799760,239.988,60.0458,0.57826,0.012043
Netgen_n20000_d0.014_c1000000_1(Pool),Netgen,0.151,0.117,0.125,0.008,20000,5599720,279.986,69.639,0.57794,0.014024
Netgen_n20000_d0.016_c1000000_1(Pool),Netgen,0.53,0.138,0.174,0.061,20000,6399680,319.984,79.5461,0.57478,0.016016
Netgen_n20000_d0.018_c1000000_1(Pool),Netgen,0.571,0.153,0.195,0.063,20000,7199640,359.982,90.62,0.58171,0.018003
Netgen_n20000_d0.023_c1000000_1(Pool),Netgen,0.246,0.181,0.208,0.01,20000,9199540,459.977,115.36,0.58033,0.022993
Netgen_n20000_d0.026_c1000000_1(Pool),Netgen,0.928,0.211,0.332,0.167,20000,10399480,519.974,129.9166,0.57846,0.026033
Netgen_n20000_d0.02_c1000000_1(Pool),Netgen,0.657,0.164,0.274,0.073,20000,7999600,399.98,100.1293,0.57587,0.019991
Netgen_n20000_d0.03_c1000000_1(Pool),Netgen,0.307,0.2,0.21,0.007,20000,11999400,599.97,148.6372,0.57263,0.029992
Netgen_n2000_d0.005_c1000000_1(Pool),Netgen,0.002,0,0.001,0,2000,19990,9.995,2.5598,0.57081,0.004941
Netgen_n2000_d0.007_c1000000_1(Pool),Netgen,0.001,0.001,0.001,0,2000,27986,13.993,3.7834,0.59516,0.006848
Netgen_n2000_d0.008_c1000000_1(Pool),Netgen,0.001,0.001,0.001,0,2000,31984,15.992,4.1129,0.57656,0.007942
Netgen_n2000_d0.012_c1000000_1(Pool),Netgen,0.003,0.001,0.002,0.001,2000,47976,23.988,6.1142,0.58053,0.012053
Netgen_n2000_d0.014_c1000000_1(Pool),Netgen,0.003,0.001,0.002,0.001,2000,55972,27.986,7.2151,0.57095,0.013974
Netgen_n2000_d0.016_c1000000_1(Pool),Netgen,0.003,0.001,0.002,0,2000,63968,31.984,8.3103,0.58178,0.015546
Netgen_n2000_d0.018_c1000000_1(Pool),Netgen,0.003,0.002,0.003,0,2000,71964,35.982,9.0266,0.57187,0.018047
Netgen_n2000_d0.01_c1000000_1(Pool),Netgen,0.001,0.001,0.002,0,2000,39980,19.99,4.6857,0.56946,0.010424
Netgen_n2000_d0.023_c1000000_1(Pool),Netgen,0.004,0.002,0.002,0,2000,91954,45.977,11.0347,0.572,0.023064
Netgen_n2000_d0.026_c1000000_1(Pool),Netgen,0.004,0.002,0.002,0,2000,103948,51.974,13.3932,0.58635,0.025758
Netgen_n2000_d0.02_c1000000_1(Pool),Netgen,0.004,0.002,0.003,0.001,2000,79960,39.98,10.1475,0.58659,0.020041
Netgen_n2000_d0.035_c1000000_1(Pool),Netgen,0.003,0.002,0.003,0,2000,139930,69.965,17.8857,0.58625,0.034932
Netgen_n2000_d0.03_c1000000_1(Pool),Netgen,0.007,0.003,0.004,0.001,2000,119940,59.97,14.5339,0.55599,0.029958
Netgen_n2000_d0.05_c1000000_1(Pool),Netgen,0.004,0.001,0.002,0,2000,199900,99.95,25.5171,0.58622,0.050028
Netgen_n2000_d0.07_c1000000_1(Pool),Netgen,0.005,0.003,0.003,0,2000,279860,139.93,35.7266,0.5879,0.070048
Netgen_n2000_d0.10_c1000000_1(Pool),Netgen,0.029,0.008,0.01,0.004,2000,399800,199.9,51.1035,0.58977,0.099779
Netgen_n2000_d0.50_c5000_1(Pool),Netgen,0.127,0.046,0.053,0.005,2000,1999000,999.5,184.8758,0.58483,0.003676
Netgen_n2000_d0.50_c5_1(Pool),Netgen,23.942,9.639,13.21,6.971,2000,1999000,999.5,0.83657,0.57149,0.001004
Netgen_n2000_d0.70_c1000000_1(Pool),Netgen,0.067,0.043,0.051,0.001,2000,2798600,1399.3,297.1035,0.47891,0.69972
Netgen_n2000_d1_c1000000_1(Pool),Netgen,0.096,0.065,0.072,0.001,2000,3994002,1997.001,14.4771,0.031631,0.99848
Netgen_n20500_d0.04_c1000000_1(Pool),Netgen,0.36,0.157,0.162,0.006,20500,16809180,819.96,203.8925,0.57664,0.039964
Netgen_n21000_d0.06_c1000000_1(Pool),Netgen,1.978,0.575,0.7,0.165,21000,26458740,1259.94,315.6288,0.57813,0.059985
Netgen_n2100_d0.50_c100_1(Pool),Netgen,0.921,0.247,0.334,0.089,2100,2203950,1049.5,25.0905,0.56181,0.001057
Netgen_n2100_d0.50_c20000_1(Pool),Netgen,0.05,0.034,0.038,0.001,2100,2203950,1049.5,254.8297,0.57948,0.028473
Netgen_n2100_d0.50_c20_1(Pool),Netgen,7.253,2.564,3.473,1.373,2100,2203950,1049.5,3.4412,0.57778,0.000965
Netgen_n2100_d0.50_c30_1(Pool),Netgen,5.03,1.795,2.293,0.975,2100,2203950,1049.5,4.9778,0.58444,0.000971
Netgen_n2100_d0.50_c70_1(Pool),Netgen,2.054,0.583,0.769,0.215,2100,2203950,1049.5,12.7587,0.58326,0.001001
Netgen_n22000_d0.06_c1000000_1(Pool),Netgen,2.172,0.625,1.023,0.423,22000,29038680,1319.94,330.3821,0.57725,0.060022
Netgen_n2200_d0.50_c1000_1(Pool),Netgen,0.205,0.085,0.136,0.039,2200,2418900,1099.5,144.8117,0.57938,0.00191
Netgen_n2200_d0.50_c15_1(Pool),Netgen,2.424,0.643,0.865,0.24,2200,2418900,1099.5,14.0885,0.57651,0.000959
Netgen_n2200_d0.50_c20000_1(Pool),Netgen,0.176,0.062,0.069,0.024,2200,2418900,1099.5,261.6508,0.57141,0.020905
Netgen_n2200_d0.50_c5000_1(Pool),Netgen,0.056,0.041,0.047,0.001,2200,2418900,1099.5,227.6539,0.58527,0.004733
Netgen_n2200_d0.50_c500_1(Pool),Netgen,0.356,0.106,0.14,0.032,2200,2418900,1099.5,77.5965,0.58116,0.001262
Netgen_n2200_d0.50_c5_1(Pool),Netgen,18.632,7.061,9.106,4.201,2200,2418900,1099.5,1.5044,0.57398,0.000915
Netgen_n2300_d0.50_c1000_1(Pool),Netgen,0.065,0.043,0.053,0.001,2300,2643850,1149.5,208.8228,0.59596,0.002912
Netgen_n2300_d0.50_c15_1(Pool),Netgen,12.358,4.543,6.131,2.254,2300,2643850,1149.5,2.7164,0.58106,0.000878
Netgen_n2300_d0.50_c20_1(Pool),Netgen,5.281,1.5,2.09,0.933,2300,2643850,1149.5,7.0906,0.57464,0.000892
Netgen_n23500_d0.016_c1000000_1(Pool),Netgen,1.162,0.188,0.361,0.223,23500,8835624,375.984,93.8519,0.57566,0.015991
Netgen_n23500_d0.018_c1000000_1(Pool),Netgen,0.806,0.217,0.38,0.076,23500,9940077,422.982,105.6192,0.57764,0.017993
Netgen_n23500_d0.023_c1000000_1(Pool),Netgen,0.354,0.266,0.289,0.01,23500,12701209,540.477,134.832,0.57716,0.023002
Netgen_n23500_d0.026_c1000000_1(Pool),Netgen,1.066,0.298,0.599,0.106,23500,14357889,610.974,152.4924,0.57616,0.025995
Netgen_n23500_d0.02_c1000000_1(Pool),Netgen,0.98,0.251,0.348,0.122,23500,11044530,469.98,117.7428,0.57918,0.019995
Netgen_n23500_d0.03_c1000000_1(Pool),Netgen,0.434,0.301,0.247,0.015,23500,16566795,704.97,175.7065,0.57578,0.03004
Netgen_n24000_d0.04_c1000000_1(Pool),Netgen,0.615,0.459,0.487,0.012,24000,23039040,959.96,237.5008,0.57323,0.040037
Netgen_n2400_d0.50_c10_1(Pool),Netgen,18.437,6.522,8.642,3.122,2400,2878800,1199.5,2.1125,0.57884,0.00084
Netgen_n2400_d0.50_c5000_1(Pool),Netgen,0.224,0.075,0.105,0.029,2400,2878800,1199.5,261.6447,0.58029,0.006339
Netgen_n2500_d0.005_c1000000_1(Pool),Netgen,0.001,0.001,0.001,0,2500,31237,12.4948,3.126,0.58426,0.00501
Netgen_n2500_d0.007_c1000000_1(Pool),Netgen,0.003,0.001,0.002,0.001,2500,43732,17.4928,4.332,0.56965,0.007139
Netgen_n2500_d0.008_c1000000_1(Pool),Netgen,0.003,0.001,0.002,0.001,2500,49980,19.992,4.9937,0.58254,0.008102
Netgen_n2500_d0.012_c1000000_1(Pool),Netgen,0.005,0.002,0.003,0.001,2500,74970,29.988,7.4509,0.56565,0.012035
Netgen_n2500_d0.014_c1000000_1(Pool),Netgen,0.005,0.002,0.004,0.001,2500,87465,34.986,9.109,0.58761,0.013803
Netgen_n2500_d0.016_c1000000_1(Pool),Netgen,0.004,0.002,0.004,0,2500,99960,39.984,10.0556,0.57285,0.015864
Netgen_n2500_d0.018_c1000000_1(Pool),Netgen,0.007,0.003,0.005,0.002,2500,112455,44.982,11.6265,0.57977,0.017697
Netgen_n2500_d0.01_c1000000_1(Pool),Netgen,0.004,0.001,0.002,0.001,2500,62475,24.99,6.477,0.57005,0.009832
Netgen_n2500_d0.023_c1000000_1(Pool),Netgen,0.004,0.003,0.003,0,2500,143692,57.4768,14.0151,0.56827,0.023349
Netgen_n2500_d0.026_c1000000_1(Pool),Netgen,0.004,0.003,0.004,0,2500,162435,64.974,16.6353,0.59509,0.025971
Netgen_n2500_d0.02_c1000000_1(Pool),Netgen,0.002,0.003,0.006,0,2500,124950,49.98,12.3004,0.56857,0.019811
Netgen_n2500_d0.035_c1000000_1(Pool),Netgen,0.015,0.005,0.008,0.003,2500,218662,87.4648,22.5799,0.58742,0.035011
Netgen_n2500_d0.03_c1000000_1(Pool),Netgen,0.005,0.003,0.004,0,2500,187425,74.97,18.7109,0.57865,0.030161
Netgen_n2500_d0.09_c1000000_1(Pool),Netgen,0.042,0.012,0.02,0.005,2500,562275,224.91,55.949,0.57277,0.090129
Netgen_n2500_d0.50_c100_1(Pool),Netgen,1.612,0.417,0.56,0.171,2500,3123750,1249.5,27.8914,0.59187,0.000877
Netgen_n2500_d0.50_c20_1(Pool),Netgen,10.47,3.467,4.362,1.705,2500,3123750,1249.5,4.3491,0.58229,0.000812
Netgen_n2500_d0.50_c50_1(Pool),Netgen,2.319,0.624,0.8,0.279,2500,3123750,1249.5,21.3939,0.5928,0.000857
Netgen_n2500_d0.70_c1000000_1(Pool),Netgen,0.083,0.06,0.066,0.001,2500,4373250,1749.3,365.1793,0.47112,0.69972
Netgen_n2500_d1_c1000000_1(Pool),Netgen,0.373,0.131,0.127,0.037,2500,6242502,2497.0008,16.961,0.02829,0.99897
Netgen_n26000_d0.04_c1000000_1(Pool),Netgen,2.156,0.609,0.737,0.414,26000,27038960,1039.96,260.464,0.57824,0.040006
Netgen_n2600_d0.50_c1000000_1(Pool),Netgen,0.259,0.083,0.095,0.019,2600,3378700,1299.5,325.0898,0.5753,0.49973
Netgen_n2600_d0.50_c1000_1(Pool),Netgen,0.433,0.111,0.168,0.04,2600,3378700,1299.5,182.1996,0.58043,0.001737
Netgen_n2600_d0.50_c20000_1(Pool),Netgen,0.079,0.051,0.065,0.001,2600,3378700,1299.5,314.3253,0.57993,0.020747
Netgen_n2600_d0.50_c30_1(Pool),Netgen,4.274,1.305,1.601,0.501,2600,3378700,1299.5,11.9095,0.57708,0.000799
Netgen_n2600_d0.50_c5000_1(Pool),Netgen,0.259,0.09,0.098,0.038,2600,3378700,1299.5,274.1649,0.57681,0.004956
Netgen_n26500_d0.04_c1000000_1(Pool),Netgen,2.019,0.593,0.829,0.303,26500,28088940,1059.96,265.2712,0.57784,0.040014
Netgen_n2700_d0.50_c1000_1(Pool),Netgen,0.302,0.107,0.176,0.037,2700,3643650,1349.5,235.0224,0.57637,0.002478
Netgen_n2700_d0.50_c100_1(Pool),Netgen,0.3,0.111,0.185,0.06,2700,3643650,1349.5,254.517,0.57189,0.003184
Netgen_n2700_d0.50_c10_1(Pool),Netgen,10.153,3.018,4.201,1.689,2700,3643650,1349.5,6.0843,0.59091,0.000754
Netgen_n2700_d0.50_c5000_1(Pool),Netgen,0.289,0.09,0.095,0.036,2700,3643650,1349.5,293.4934,0.57587,0.005739
Netgen_n2700_d0.50_c500_1(Pool),Netgen,0.712,0.174,0.289,0.092,2700,3643650,1349.5,118.3546,0.5936,0.001124
Netgen_n2700_d0.50_c5_1(Pool),Netgen,18.511,7.341,9.818,4.8,2700,3643650,1349.5,2.7192,0.58263,0.000747
Netgen_n27500_d0.016_c1000000_1(Pool),Netgen,0.97,0.283,0.378,0.116,27500,12099560,439.984,109.5919,0.57555,0.015999
Netgen_n27500_d0.018_c1000000_1(Pool),Netgen,1.22,0.288,0.506,0.12,27500,13612005,494.982,123.2912,0.5767,0.018011
Netgen_n27500_d0.023_c1000000_1(Pool),Netgen,1.445,0.423,0.462,0.117,27500,17393117,632.477,157.2339,0.57388,0.022996
Netgen_n27500_d0.026_c1000000_1(Pool),Netgen,1.57,0.475,0.884,0.204,27500,19661785,714.974,180.0408,0.58044,0.025961
Netgen_n27500_d0.02_c1000000_1(Pool),Netgen,1.214,0.322,0.382,0.113,27500,15124450,549.98,137.3793,0.57726,0.019976
Netgen_n27500_d0.03_c1000000_1(Pool),Netgen,0.67,0.469,0.487,0.015,27500,22686675,824.97,204.654,0.57394,0.030014
Netgen_n28000_d0.026_c1000000_1(Pool),Netgen,1.836,0.455,0.553,0.259,28000,20383272,727.974,182.7397,0.57994,0.02601
Netgen_n28000_d0.04_c1000000_1(Pool),Netgen,2.3,0.7,0.847,0.197,28000,31358880,1119.96,278.5665,0.57504,0.04
Netgen_n2800_d0.50_c20000_1(Pool),Netgen,0.321,0.099,0.102,0.028,2800,3918600,1399.5,328.4121,0.57837,0.011111
Netgen_n2800_d0.50_c5_1(Pool),Netgen,35.566,13.265,17.893,9.56,2800,3918600,1399.5,1.7376,0.57834,0.000718
Netgen_n28500_d0.02_c1000000_1(Pool),Netgen,1.637,0.412,0.635,0.288,28500,16244430,569.98,141.0035,0.57171,0.019977
Netgen_n2900_d0.50_c100_1(Pool),Netgen,2.959,0.689,0.966,0.337,2900,4203550,1449.5,26.5134,0.57088,0.000745
Netgen_n30000_d0.026_c1000000_1(Pool),Netgen,1.772,0.548,0.547,0.433,30000,23399220,779.974,197.0987,0.58181,0.02601
Netgen_n3000_d0.005_c1000000_1(Pool),Netgen,0.005,0.001,0.002,0.001,3000,44985,14.995,3.7407,0.56903,0.005109
Netgen_n3000_d0.007_c1000000_1(Pool),Netgen,0.005,0.001,0.003,0.001,3000,62979,20.993,5.3033,0.58152,0.007059
Netgen_n3000_d0.008_c1000000_1(Pool),Netgen,0.005,0.002,0.003,0.001,3000,71976,23.992,6.1306,0.57854,0.007819
Netgen_n3000_d0.012_c1000000_1(Pool),Netgen,0.009,0.003,0.006,0.001,3000,107964,35.988,9.1495,0.56985,0.01179
Netgen_n3000_d0.014_c1000000_1(Pool),Netgen,0.005,0.004,0.006,0,3000,125958,41.986,10.4312,0.57228,0.014034
Netgen_n3000_d0.016_c1000000_1(Pool),Netgen,0.007,0.003,0.008,0,3000,143952,47.984,12.0827,0.57386,0.016015
Netgen_n3000_d0.018_c1000000_1(Pool),Netgen,0.005,0.005,0.006,0,3000,161946,53.982,13.5009,0.58818,0.018195
Netgen_n3000_d0.01_c1000000_1(Pool),Netgen,0.004,0.002,0.004,0.001,3000,89970,29.99,7.4912,0.57481,0.010022
Netgen_n3000_d0.023_c1000000_1(Pool),Netgen,0.018,0.005,0.006,0.003,3000,206931,68.977,17.1804,0.58497,0.023058
Netgen_n3000_d0.026_c1000000_1(Pool),Netgen,0.005,0.003,0.003,0,3000,233922,77.974,19.712,0.5849,0.026007
Netgen_n3000_d0.02_c1000000_1(Pool),Netgen,0.015,0.004,0.008,0.002,3000,179940,59.98,15.004,0.5821,0.020094
Netgen_n3000_d0.035_c1000000_1(Pool),Netgen,0.017,0.006,0.007,0.001,3000,314895,104.965,26.6298,0.58474,0.035041
Netgen_n3000_d0.03_c1000000_1(Pool),Netgen,0.007,0.003,0.003,0.001,3000,269910,89.97,21.8065,0.56975,0.030171
Netgen_n3000_d0.05_c1000000_1(Pool),Netgen,0.022,0.01,0.01,0.001,3000,449850,149.95,37.7304,0.58121,0.050188
Netgen_n3000_d0.09_c1000000_1(Pool),Netgen,0.055,0.016,0.029,0.008,3000,809730,269.91,66.9345,0.5769,0.089803
Netgen_n3000_d0.50_c100_1(Pool),Netgen,1.737,0.463,0.63,0.195,3000,4498500,1499.5,38.9428,0.5809,0.000744
Netgen_n3000_d0.50_c30_1(Pool),Netgen,7.905,2.497,3.396,0.806,3000,4498500,1499.5,9.5019,0.5758,0.000684
Netgen_n3000_d0.50_c5000_1(Pool),Netgen,0.326,0.111,0.115,0.044,3000,4498500,1499.5,336.3141,0.57267,0.006988
Netgen_n3000_d0.50_c5_1(Pool),Netgen,25.943,9.498,13.962,5.257,3000,4498500,1499.5,2.7791,0.58345,0.000672
Netgen_n3000_d0.70_c1000000_1(Pool),Netgen,0.427,0.145,0.137,0.035,3000,6297900,2099.3,437.8408,0.47205,0.70002
Netgen_n3000_d1_c1000000_1(Pool),Netgen,0.552,0.195,0.173,0.055,3000,8991002,2997.0007,17.7974,0.025824,0.9994
Netgen_n31000_d0.023_c1000000_1(Pool),Netgen,1.849,0.465,0.684,0.367,31000,22102287,712.977,178.3989,0.57822,0.022986
Netgen_n31000_d0.04_c1000000_1(Pool),Netgen,2.84,0.872,1.141,0.486,31000,38438760,1239.96,310.7212,0.57939,0.040016
Netgen_n3100_d0.50_c1000_1(Pool),Netgen,0.304,0.11,0.123,0.011,3100,4803450,1549.5,264.1888,0.57734,0.002015
Netgen_n3100_d0.50_c20000_1(Pool),Netgen,0.397,0.118,0.122,0.046,3100,4803450,1549.5,376.2565,0.58065,0.017519
Netgen_n32000_d0.026_c1000000_1(Pool),Netgen,0.709,0.532,0.626,0.017,32000,26623168,831.974,209.2207,0.58002,0.026008
Netgen_n32000_d0.03_c1000000_1(Pool),Netgen,2.45,0.712,0.954,0.306,32000,30719040,959.97,238.764,0.57497,0.03002
Netgen_n3200_d0.50_c1000_1(Pool),Netgen,0.331,0.108,0.127,0.011,3200,5118400,1599.5,216.956,0.56316,0.001413
Netgen_n3200_d0.50_c10_1(Pool),Netgen,19.856,7.182,9.381,2.758,3200,5118400,1599.5,4.621,0.58585,0.000632
Netgen_n3200_d0.50_c20000_1(Pool),Netgen,0.483,0.15,0.217,0.054,3200,5118400,1599.5,386.1967,0.57501,0.020614
Netgen_n3200_d0.50_c5000_1(Pool),Netgen,0.116,0.078,0.099,0.001,3200,5118400,1599.5,392.5337,0.59057,0.014302
Netgen_n32500_d0.016_c1000000_1(Pool),Netgen,1.155,0.369,0.398,0.019,32500,16899480,519.984,129.2805,0.57462,0.016001
Netgen_n32500_d0.018_c1000000_1(Pool),Netgen,0.514,0.459,0.461,0.015,32500,19011915,584.982,144.8812,0.57147,0.018
Netgen_n32500_d0.023_c1000000_1(Pool),Netgen,0.718,0.581,0.6,0.022,32500,24293002,747.477,186.3906,0.57627,0.022995
Netgen_n32500_d0.02_c1000000_1(Pool),Netgen,1.779,0.501,0.894,0.227,32500,21124350,649.98,162.0713,0.57722,0.020018
Netgen_n32500_d0.03_c1000000_1(Pool),Netgen,0.869,0.646,0.64,0.018,32500,31686525,974.97,243.3511,0.57673,0.03001
Netgen_n3300_d0.50_c5000_1(Pool),Netgen,0.422,0.13,0.169,0.055,3300,5443350,1649.5,387.49,0.58197,0.009387
Netgen_n33500_d0.035_c1000000_1(Pool),Netgen,3.013,0.941,1.565,0.665,33500,39277577,1172.465,290.6527,0.57325,0.03499
Netgen_n3400_d0.50_c1000_1(Pool),Netgen,0.375,0.109,0.136,0.007,3400,5778300,1699.5,356.7812,0.57365,0.00378
Netgen_n3400_d0.50_c10_1(Pool),Netgen,7.071,1.892,2.557,0.871,3400,5778300,1699.5,16.6828,0.57404,0.000613
Netgen_n3400_d0.50_c20000_1(Pool),Netgen,0.374,0.13,0.128,0.052,3400,5778300,1699.5,409.5638,0.56658,0.031595
Netgen_n3400_d0.50_c60_1(Pool),Netgen,3.107,0.803,1.195,0.276,3400,5778300,1699.5,40.7442,0.58871,0.000649
Netgen_n34500_d0.02_c1000000_1(Pool),Netgen,2.195,0.585,1.084,0.38,34500,23804310,689.98,171.4038,0.57407,0.020011
Netgen_n35000_d0.026_c1000000_1(Pool),Netgen,2.582,0.689,0.926,0.246,35000,31849090,909.974,228.1029,0.57789,0.026004
Netgen_n3500_d0.005_c1000000_1(Pool),Netgen,0.005,0.001,0.003,0.001,3500,61232,17.4949,4.4269,0.58284,0.004999
Netgen_n3500_d0.007_c1000000_1(Pool),Netgen,0.009,0.002,0.003,0.002,3500,85725,24.4929,6.346,0.58177,0.006991
Netgen_n3500_d0.008_c1000000_1(Pool),Netgen,0.006,0.002,0.004,0.002,3500,97972,27.992,7.0168,0.58239,0.008033
Netgen_n3500_d0.012_c1000000_1(Pool),Netgen,0.006,0.003,0.006,0,3500,146958,41.988,10.549,0.57081,0.011809
Netgen_n3500_d0.014_c1000000_1(Pool),Netgen,0.009,0.004,0.007,0.001,3500,171451,48.986,12.7631,0.58921,0.013918
Netgen_n3500_d0.01_c1000000_1(Pool),Netgen,0.003,0.003,0.006,0,3500,122465,34.99,8.6825,0.57235,0.010018
Netgen_n3500_d0.10_c1000000_1(Pool),Netgen,0.087,0.024,0.029,0.013,3500,1224650,349.9,86.6245,0.57574,0.10009
Netgen_n3500_d0.50_c10_1(Pool),Netgen,15.23,4.798,6.393,2.527,3500,6123250,1749.5,8.3308,0.58133,0.000583
Netgen_n3500_d0.50_c20000_1(Pool),Netgen,0.472,0.151,0.196,0.068,3500,6123250,1749.5,417.1542,0.58183,0.011781
Netgen_n3500_d0.50_c5000_1(Pool),Netgen,0.13,0.085,0.099,0.001,3500,6123250,1749.5,383.3371,0.56822,0.005197
Netgen_n3500_d0.50_c80_1(Pool),Netgen,1.067,0.371,0.46,0.169,3500,6123250,1749.5,129.7962,0.57332,0.000815
Netgen_n35500_d0.02_c1000000_1(Pool),Netgen,2.126,0.657,1.098,0.397,35500,25204290,709.98,177.509,0.57714,0.019997
Netgen_n36000_d0.016_c1000000_1(Pool),Netgen,1.671,0.482,0.527,0.264,36000,20735424,575.984,143.6424,0.57608,0.016021
Netgen_n3600_d0.50_c5000_1(Pool),Netgen,0.126,0.086,0.098,0.001,3600,6478200,1799.5,423.0508,0.58356,0.00763
Netgen_n37000_d0.016_c1000000_1(Pool),Netgen,1.713,0.472,0.767,0.353,37000,21903408,591.984,148.6399,0.57907,0.016001
Netgen_n3700_d0.50_c20000_1(Pool),Netgen,0.38,0.116,0.153,0.002,3700,6843150,1849.5,451.143,0.57758,0.024025
Netgen_n3700_d0.50_c500_1(Pool),Netgen,0.426,0.143,0.178,0.015,3700,6843150,1849.5,301.846,0.5596,0.001661
Netgen_n37500_d0.023_c1000000_1(Pool),Netgen,2.391,0.821,1.048,0.436,37500,32342887,862.477,214.6332,0.57415,0.022995
Netgen_n37500_d0.026_c1000000_1(Pool),Netgen,0.884,0.409,0.416,0.014,37500,36561525,974.974,245.0045,0.58163,0.026021
Netgen_n38000_d0.016_c1000000_1(Pool),Netgen,2.058,0.51,0.85,0.207,38000,23103392,607.984,152.3279,0.57972,0.016016
Netgen_n38000_d0.018_c1000000_1(Pool),Netgen,0.726,0.556,0.584,0.023,38000,25991316,683.982,171.4012,0.57791,0.017999
Netgen_n38000_d0.023_c1000000_1(Pool),Netgen,2.646,0.751,1.029,0.578,38000,33211126,873.977,219.5517,0.58006,0.023021
Netgen_n3800_d0.50_c1000000_1(Pool),Netgen,0.176,0.107,0.141,0.002,3800,7218100,1899.5,481.8823,0.5834,0.50006
